Category,Card Name,Card Number,Variant,Region,Purchase Options,Source Rows
MCAP Cards,Porygon2,PAR143,Non Holo,US/UK,Twilight Masquerade - Premium Checklane Blister,placeholders.csv:392
MCAP Cards,Porygon-Z,PAR144,Cosmos Holo,US/UK,Twilight Masquerade - Premium Checklane Blister,placeholders.csv:386
MCAP Cards,Ancient Booster Energy Capsule,PAR159,Cosmos Holo,US/UK,Paradox Rift - Roaring Moon ex Box,placeholders.csv:253
MCAP Cards,Future Booster Energy Capsule,PAR164,Cosmos Holo,US/UK,Paradox Rift - Iron Valiant ex Box,placeholders.csv:256
MCAP Cards,Zarude,PBL056,Pixel Cosmos Holo,US/UK,Pitch Black - Zarude Two Pack Blister,mega_placeholders.csv:179
MCAP Cards,Oddish,PFL001,Pixel Cosmos Holo,US/UK,Phantasmal Flames - Enhanced 2-Pack Blister: Oddish Gloom & Vileplume,mega_placeholders.csv:107
MCAP Cards,Gloom,PFL002,Pixel Cosmos Holo,US/UK,Phantasmal Flames - Enhanced 2-Pack Blister: Oddish Gloom & Vileplume,mega_placeholders.csv:108
MCAP Cards,Vileplume,PFL003,Pixel Cosmos Holo,US/UK,Phantasmal Flames - Enhanced 2-Pack Blister: Oddish Gloom & Vileplume,mega_placeholders.csv:109
MCAP Cards,Moltres,PFL014,Non Holo,US/UK,Chaos Rising - Chaos Rising Blisters,mega_placeholders.csv:120
MCAP Cards,Reshiram,PFL017,Cosmos Holo,US/UK,Chaos Rising - Chaos Rising Blisters,mega_placeholders.csv:121
MCAP Cards,Pawmot,PFL034,Cosmos Holo,US/UK,Chaos Rising - Chaos Rising Blisters,mega_placeholders.csv:124
MCAP Cards,Zacian,PFL045,Cosmos Holo,US/UK,Chaos Rising - Chaos Rising Blisters,mega_placeholders.csv:126
MCAP Cards,Flygon,PFL053,Cosmos Holo,US/UK,Chaos Rising - Chaos Rising Blisters,mega_placeholders.csv:129
MCAP Cards,Luxray,POR027,Pixel Cosmos Holo,US/UK,Pitch Black - Pitch Black Blisters,mega_placeholders.csv:152
MCAP Cards,Gengar,POR050,Pixel Cosmos Holo,US/UK,Pitch Black - Pitch Black Blisters,mega_placeholders.csv:157
MCAP Cards,Ledian,SCR003,Non Holo,US/UK,Stellar Crown - Build & Battle Box,placeholders.csv:470
MCAP Cards,Rhyhorn,SCR074,Non Holo,US/UK,Journey Together - Premium Checklane Blister,placeholders.csv:632
MCAP Cards,Rhyperior,SCR076,Cosmos Holo,US/UK,Journey Together - Premium Checklane Blister,placeholders.csv:628
MCAP Cards,Klinklang,SCR101,Cosmos Holo,US/UK,Journey Together - Premium Checklane Blister,placeholders.csv:629
MCAP Cards,Melmetal,SCR104,Cosmos Holo,US/UK,Journey Together - Stage 1 Blister,placeholders.csv:630
MCAP Cards,Archaludon,SCR107,Cosmos Holo,US/UK,Surging Sparks - Archaludon Two Pack Blister | Journey Together - Stage 1 Blister,placeholders.csv:588 | placeholders.csv:631
MCAP Cards,Bouffalant,SCR119,Non Holo,US/UK,Stellar Crown - Build & Battle Box,placeholders.csv:471
MCAP Cards,Horsea,SFA010,Cosmos Holo,US/UK,Shrouded Fable - Kingdra ex Special Illustration Collection,placeholders.csv:423
MCAP Cards,Seadra,SFA011,Cosmos Holo,US/UK,Shrouded Fable - Kingdra ex Special Illustration Collection,placeholders.csv:424
MCAP Cards,Rellor,SSP013,Non Holo,US/UK,Destined Rivals - Stage 1 Blister,placeholders.csv:675
MCAP Cards,Rabsca,SSP014,Cosmos Holo,US/UK,Destined Rivals - Stage 1 Blister,placeholders.csv:671
MCAP Cards,Rabsca,SSP014,Non Holo,US/UK,Surging Sparks - Build & Battle Box,placeholders.csv:529
MCAP Cards,Fuecoco,SSP029,Non Holo,US/UK,Destined Rivals - Premium Checklane Blister,placeholders.csv:676
MCAP Cards,Crocalor,SSP030,Non Holo,US/UK,Destined Rivals - Premium Checklane Blister,placeholders.csv:677
MCAP Cards,Skeledirge,SSP031,Cosmos Holo,US/UK,Destined Rivals - Premium Checklane Blister,placeholders.csv:672
MCAP Cards,Gouging Fire,SSP038,Non Holo,US/UK,Surging Sparks - Build & Battle Box,placeholders.csv:530
MCAP Cards,Shellos,SSP046,Non Holo,US/UK,Destined Rivals - Stage 1 Blister,placeholders.csv:678
MCAP Cards,Tapu Koko,SSP065,Non Holo,US/UK,Surging Sparks - Build & Battle Box,placeholders.csv:531
MCAP Cards,Togepi,SSP070,Non Holo,US/UK,Destined Rivals - Premium Checklane Blister,placeholders.csv:679
MCAP Cards,Togetic,SSP071,Non Holo,US/UK,Destined Rivals - Premium Checklane Blister,placeholders.csv:680
MCAP Cards,Togekiss,SSP072,Cosmos Holo,US/UK,Destined Rivals - Premium Checklane Blister,placeholders.csv:673
MCAP Cards,Gastrodon,SSP107,Cosmos Holo,US/UK,Destined Rivals - Stage 1 Blister,placeholders.csv:674
MCAP Cards,Basic Grass Energy,SVE009,Cracked Ice Holo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,placeholders.csv:578
MCAP Cards,Basic Fire Energy,SVE010,Cracked Ice Holo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,placeholders.csv:579
MCAP Cards,Basic Water Energy,SVE011,Cracked Ice Holo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,placeholders.csv:580
MCAP Cards,Basic Lightning Energy,SVE012,Cracked Ice Holo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,placeholders.csv:581
MCAP Cards,Basic Psychic Energy,SVE013,Cracked Ice Holo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,placeholders.csv:582
MCAP Cards,Basic Fighting Energy,SVE014,Cracked Ice Holo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,placeholders.csv:583
MCAP Cards,Basic Darkness Energy,SVE015,Cracked Ice Holo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,placeholders.csv:584
MCAP Cards,Basic Metal Energy,SVE016,Cracked Ice Holo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,placeholders.csv:585
MCAP Cards,Sprigatito,SVI013,Mirage Holo,US/UK,Scarlet & Violet - Sprigatito Collection | Scarlet & Violet - Fuecoco Collection | Scarlet & Violet - Quaxly Collection,placeholders.csv:3 | placeholders.csv:7 | placeholders.csv:11
MCAP Cards,Meowscarada,SVI015,Cosmos Holo,North America,Paradox Rift - Fall 2023 Collector Chest,placeholders.csv:257
MCAP Cards,Smoliv,SVI020,Non Holo,US/UK,Paldea Evolved - Stage 1 Blister,placeholders.csv:88
MCAP Cards,Dolliv,SVI022,Non Holo,US/UK,Paldea Evolved - Premium Checklane Blister,placeholders.csv:85
MCAP Cards,Arboliva,SVI023,Non Holo,US/UK,151 - Greninja & Kangaskhan ex Battle Decks,placeholders.csv:194
MCAP Cards,Arboliva,SVI023,Vertical Line Holo,US/UK,Paldea Evolved - Premium Checklane Blister,placeholders.csv:81
MCAP Cards,Arcanine ex,SVI032,Reprint,US/UK,Shrouded Fable - Tera Team Premium Collection,placeholders.csv:435
MCAP Cards,Fuecoco,SVI036,Mirage Holo,US/UK,Scarlet & Violet - Sprigatito Collection | Scarlet & Violet - Fuecoco Collection | Scarlet & Violet - Quaxly Collection,placeholders.csv:4 | placeholders.csv:8 | placeholders.csv:12
MCAP Cards,Skeledirge,SVI038,Cosmos Holo,North America,Paradox Rift - Fall 2023 Collector Chest,placeholders.csv:259
MCAP Cards,Skeledirge,SVI038,Non Holo,US/UK,Twilight Masquerade - Victini & Miraidon ex Battle Decks,placeholders.csv:415
MCAP Cards,Charcadet,SVI039,Non Holo,US/UK,Paldea Evolved - Stage 1 Blister,placeholders.csv:89
MCAP Cards,Armarouge,SVI041,Mirage Holo,US/UK,Obsidian Flames - Enhanced 2-Pack Blister,placeholders.csv:129
MCAP Cards,Armarouge,SVI041,Vertical Line Holo,US/UK,Paldea Evolved - Stage 1 Blister,placeholders.csv:83
MCAP Cards,Magikarp,SVI044,Parallel Holo,US/UK,Paradox Rift - Gyarados ex Premium Collection,placeholders.csv:235
MCAP Cards,Quaxly,SVI052,Mirage Holo,US/UK,Scarlet & Violet - Sprigatito Collection | Scarlet & Violet - Fuecoco Collection | Scarlet & Violet - Quaxly Collection,placeholders.csv:5 | placeholders.csv:9 | placeholders.csv:13
MCAP Cards,Quaquaval,SVI054,Cosmos Holo,North America,Paradox Rift - Fall 2023 Collector Chest,placeholders.csv:261
MCAP Cards,Quaquaval,SVI054,Non Holo,US/UK,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium | 151 - Greninja & Kangaskhan ex Battle Decks,placeholders.csv:24 | placeholders.csv:45 | placeholders.csv:195
MCAP Cards,Dondozo,SVI061,Non Holo,US/UK,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium,placeholders.csv:25 | placeholders.csv:46
MCAP Cards,Dondozo,SVI061,Vertical Line Holo,US/UK,Paldea Evolved - Stage 1 Blister,placeholders.csv:84
MCAP Cards,Tatsugiri,SVI062,Non Holo,US/UK,Paldea Evolved - Stage 1 Blister,placeholders.csv:90
MCAP Cards,Magnemite,SVI063,Reprint,US/UK,151 - Evolving Powers Premium Collection,placeholders.csv:176
MCAP Cards,Magneton,SVI064,Reprint,US/UK,151 - Evolving Powers Premium Collection,placeholders.csv:177
MCAP Cards,Magnezone ex,SVI065,Reprint,US/UK,151 - Evolving Powers Premium Collection,placeholders.csv:178
MCAP Cards,Rotom,SVI070,Cosmos Holo,US/UK,Scarlet & Violet - Cyclizar ex Box,placeholders.csv:59
MCAP Cards,Pawmi,SVI073,Non Holo,US/UK,Paldea Evolved - Premium Checklane Blister,placeholders.csv:86
MCAP Cards,Pawmo,SVI075,Non Holo,US/UK,Paldea Evolved - Premium Checklane Blister,placeholders.csv:87
MCAP Cards,Pawmot,SVI076,Non Holo,US/UK,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium | Temporal Forces - Ninetales & Zapdos ex Deluxe Battle Decks,placeholders.csv:26 | placeholders.csv:47 | placeholders.csv:334
MCAP Cards,Pawmot,SVI076,Vertical Line Holo,US/UK,Paldea Evolved - Premium Checklane Blister,placeholders.csv:82
MCAP Cards,Miraidon,SVI080,Non Holo,US/UK,Scarlet & Violet - Ampharos ex Battle Deck,placeholders.csv:53
MCAP Cards,Ralts,SVI084,Reprint,US/UK,151 - Evolving Powers Premium Collection,placeholders.csv:179
MCAP Cards,Kirlia,SVI085,Reprint,US/UK,151 - Evolving Powers Premium Collection,placeholders.csv:180
MCAP Cards,Gardevoir ex,SVI086,Reprint,US/UK,151 - Evolving Powers Premium Collection,placeholders.csv:181
MCAP Cards,Greavard,SVI104,Non Holo,US/UK,Obsidian Flames - Stage 1 Blister,placeholders.csv:144
MCAP Cards,Greavard,SVI105,Mirage Holo,US/UK,Scarlet & Violet - Mimikyu ex Box,placeholders.csv:15
MCAP Cards,Houndstone,SVI106,Mirage Holo,US/UK,Obsidian Flames - Enhanced 2-Pack Blister,placeholders.csv:130
MCAP Cards,Houndstone,SVI106,Non Holo,US/UK,Obsidian Flames - Stage 1 Blister,placeholders.csv:145
MCAP Cards,Mankey,SVI107,Non Holo,US/UK,Obsidian Flames - Premium Checklane Blister,placeholders.csv:138
MCAP Cards,Primeape,SVI108,Non Holo,US/UK,Obsidian Flames - Premium Checklane Blister,placeholders.csv:139
MCAP Cards,Annihilape,SVI109,Non Holo,US/UK,Scarlet & Violet - Lucario ex Battle Deck | Obsidian Flames - Premium Checklane Blister,placeholders.csv:55 | placeholders.csv:140
MCAP Cards,Hawlucha,SVI118,Non Holo,US/UK,Temporal Forces - Ninetales & Zapdos ex Deluxe Battle Decks,placeholders.csv:333
MCAP Cards,Klawf,SVI122,Pixel Cosmos,US/UK,Paradox Rift - Paldea Friends Mini Tin 5-Pack,placeholders.csv:237
MCAP Cards,Koraidon,SVI124,Non Holo,US/UK,Scarlet & Violet - Lucario ex Battle Deck,placeholders.csv:56
MCAP Cards,Spiritomb,SVI129,Cosmos Holo,US/UK,Temporal Forces - Triple Whammy Tin,placeholders.csv:356
MCAP Cards,Pawniard,SVI132,Non Holo,US/UK,Obsidian Flames - Premium Checklane Blister,placeholders.csv:141
MCAP Cards,Bisharp,SVI133,Non Holo,US/UK,Obsidian Flames - Premium Checklane Blister,placeholders.csv:142
MCAP Cards,Kingambit,SVI134,Non Holo,US/UK,Obsidian Flames - Premium Checklane Blister,placeholders.csv:143
MCAP Cards,Varoom,SVI141,Non Holo,US/UK,Obsidian Flames - Stage 1 Blister,placeholders.csv:146
MCAP Cards,Revavroom,SVI142,Mirage Holo,US/UK,Obsidian Flames - Enhanced 2-Pack Blister,placeholders.csv:131
MCAP Cards,Revavroom,SVI142,Non Holo,US/UK,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium | Obsidian Flames - Stage 1 Blister | Temporal Forces - Houndoom & Melmetal ex Battle Decks,placeholders.csv:27 | placeholders.csv:48 | placeholders.csv:147 | placeholders.csv:345
MCAP Cards,Indeedee,SVI153,Non Holo,US/UK,Obsidian Flames - Meowscarada ex Deluxe Battle Deck,placeholders.csv:162
MCAP Cards,Lechonk,SVI154,Cosmos Holo,US/UK,Paradox Rift - Oinkologne ex Box,placeholders.csv:233
MCAP Cards,Oinkologne ex,SVI158,Holo,US/UK,Paradox Rift - Oinkologne ex Box,placeholders.csv:234
MCAP Cards,Cyclizar,SVI164,Non Holo,US/UK,Scarlet & Violet - Lucario ex Battle Deck | Twilight Masquerade - Victini & Miraidon ex Battle Decks,placeholders.csv:57 | placeholders.csv:418
MCAP Cards,Professor's Research,SVI189,Non Holo,US/UK,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium | Paldea Evolved - Build & Battle Box | Paldea Evolved - Trainer's Toolkit 2023 | Paldea Evolved - Build & Battle Stadium | Obsidian Flames - Build & Battle Box | Obsidian Flames - Build & Battle Stadium | Obsidian Flames - Meowscarada ex Deluxe Battle Deck | Temporal Forces - Ninetales & Zapdos ex Deluxe Battle Decks | Temporal Forces - Gardevoir ex League Battle Deck | Shrouded Fable - Koraidon & Miraidon ex Deluxe Battle Decks,placeholders.csv:28 | placeholders.csv:49 | placeholders.csv:72 | placeholders.csv:95 | placeholders.csv:105 | placeholders.csv:124 | placeholders.csv:157 | placeholders.csv:163 | placeholders.csv:335 | placeholders.csv:354 | placeholders.csv:450
MCAP Cards,Professor's Research,SVI190,Non Holo,US/UK,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium | Paldea Evolved - Build & Battle Box | Paldea Evolved - Trainer's Toolkit 2023 | Paldea Evolved - Build & Battle Stadium | Obsidian Flames - Build & Battle Box | Obsidian Flames - Build & Battle Stadium | Paradox Rift - Miraidon ex League Battle Deck | Shrouded Fable - Koraidon & Miraidon ex Deluxe Battle Decks | Surging Sparks - Charizard ex League Battle Deck,placeholders.csv:29 | placeholders.csv:50 | placeholders.csv:73 | placeholders.csv:96 | placeholders.csv:106 | placeholders.csv:125 | placeholders.csv:158 | placeholders.csv:263 | placeholders.csv:451 | placeholders.csv:567
MCAP Cards,Gyarados ex,SVI225,Holo,US/UK,Paradox Rift - Gyarados ex Premium Collection,placeholders.csv:236
MCAP Cards,Iron Leaves ex,TEF025,Holo,US/UK,Stellar Crown - Paradox Wisdom Premium Collection,placeholders.csv:512
MCAP Cards,Gouging Fire ex,TEF038,Holo,US/UK,Stellar Crown - Paradox Fury Premium Collection,placeholders.csv:476
MCAP Cards,Feraligatr,TEF041,Non Holo,US/UK,Temporal Forces - Build & Battle Box,placeholders.csv:309
MCAP Cards,Walking Wake ex,TEF050,Holo,US/UK,Stellar Crown - Paradox Fury Premium Collection,placeholders.csv:477
MCAP Cards,Pikachu,TEF051,Cosmos Holo,US/UK,Surging Sparks - Fall 2024 Collector Chest,placeholders.csv:563
MCAP Cards,Iron Hands,TEF061,Non Holo,US/UK,Stellar Crown - Premium Checklane Blister,placeholders.csv:488
MCAP Cards,Iron Thorns,TEF062,Cosmos Holo,US/UK,Stellar Crown - Premium Checklane Blister,placeholders.csv:484
MCAP Cards,Iron Thorns,TEF062,Non Holo,US/UK,Temporal Forces - Build & Battle Box,placeholders.csv:310
MCAP Cards,Scream Tail,TEF077,Cosmos Holo,US/UK,Twilight Masquerade - Collector Chest (Back-to-School 2024),placeholders.csv:411
MCAP Cards,Flutter Mane,TEF078,Non Holo,US/UK,Temporal Forces - Build & Battle Box,placeholders.csv:311
MCAP Cards,Iron Valiant,TEF079,Cosmos Holo,US/UK,Twilight Masquerade - Collector Chest (Back-to-School 2024),placeholders.csv:412
MCAP Cards,Iron Valiant,TEF079,Non Holo,US/UK,Stellar Crown - Premium Checklane Blister,placeholders.csv:490
MCAP Cards,Scream Tail,TEF079,Non Holo,US/UK,Stellar Crown - Premium Checklane Blister,placeholders.csv:489
MCAP Cards,Iron Crown ex,TEF081,Holo,US/UK,Stellar Crown - Paradox Wisdom Premium Collection,placeholders.csv:513
MCAP Cards,Relicanth,TEF089,Non Holo,US/UK,Temporal Forces - Build & Battle Box,placeholders.csv:312
MCAP Cards,Great Tusk,TEF097,Non Holo,US/UK,Stellar Crown - Stage 1 Blister,placeholders.csv:491
MCAP Cards,Sandy Shocks,TEF098,Non Holo,US/UK,Stellar Crown - Stage 1 Blister,placeholders.csv:492
MCAP Cards,Iron Boulder ex,TEF099,Holo,US/UK,Stellar Crown - Paradox Wisdom Premium Collection,placeholders.csv:514
MCAP Cards,Roaring Moon,TEF109,Cosmos Holo,US/UK,Stellar Crown - Premium Checklane Blister,placeholders.csv:485
MCAP Cards,Scizor ex,TEF111,Holo,US/UK,Surging Sparks - Meddling Sparks Premium Collection,placeholders.csv:536
MCAP Cards,Iron Treads,TEF118,Non Holo,US/UK,Stellar Crown - Stage 1 Blister,placeholders.csv:493
MCAP Cards,Koraidon,TEF119,Cosmos Holo,US/UK,Stellar Crown - Stage 1 Blister,placeholders.csv:486
MCAP Cards,Koraidon,TEF119,Non Holo,US/UK,Temporal Forces - Build & Battle Box | Shrouded Fable - Koraidon & Miraidon ex Deluxe Battle Decks,placeholders.csv:313 | placeholders.csv:453
MCAP Cards,Miraidon,TEF121,Cosmos Holo,US/UK,Stellar Crown - Stage 1 Blister,placeholders.csv:487
MCAP Cards,Miraidon,TEF121,Non Holo,US/UK,Temporal Forces - Build & Battle Box | Shrouded Fable - Koraidon & Miraidon ex Deluxe Battle Decks,placeholders.csv:314 | placeholders.csv:454
MCAP Cards,Raging Bolt ex,TEF123,Holo,US/UK,Stellar Crown - Paradox Fury Premium Collection,placeholders.csv:478
MCAP Cards,Hoothoot,TEF126,Cosmos Holo,US/UK,Surging Sparks - Bloodmoon Ursaluna ex Box,placeholders.csv:558
MCAP Cards,Noctowl,TEF127,Cosmos Holo,US/UK,Surging Sparks - Bloodmoon Ursaluna ex Box,placeholders.csv:559
MCAP Cards,Dipplin,TWM018,Cosmos Holo,US/UK,Surging Sparks - Fall 2024 Collector Chest,placeholders.csv:564
MCAP Cards,Poltchageist,TWM020,Non Holo,US/UK,Surging Sparks - Stage 1 Blister,placeholders.csv:551
MCAP Cards,Sinistcha,TWM022,Cosmos Holo,US/UK,Surging Sparks - Stage 1 Blister,placeholders.csv:545
MCAP Cards,Teal Mask Ogerpon,TWM024,Cosmos Holo,US/UK,Surging Sparks - Ogerpon ex Premium Collection | Surging Sparks - Fall 2024 Collector Chest,placeholders.csv:561 | placeholders.csv:565
MCAP Cards,Infernape,TWM033,Non Holo,US/UK,Twilight Masquerade - Build & Battle Box,placeholders.csv:374
MCAP Cards,Litwick,TWM036,Non Holo,US/UK,Surging Sparks - Premium Checklane Blister,placeholders.csv:547
MCAP Cards,Lampent,TWM037,Non Holo,US/UK,Surging Sparks - Premium Checklane Blister,placeholders.csv:548
MCAP Cards,Chandelure,TWM038,Cosmos Holo,US/UK,Surging Sparks - Premium Checklane Blister,placeholders.csv:543
MCAP Cards,Froslass,TWM053,Non Holo,US/UK,Twilight Masquerade - Build & Battle Box,placeholders.csv:375
MCAP Cards,Finizen,TWM059,Cosmos Holo,US/UK,Twilight Masquerade - Palafin ex Box,placeholders.csv:409
MCAP Cards,Palafin,TWM060,Cosmos Holo,US/UK,Twilight Masquerade - Palafin ex Box,placeholders.csv:410
MCAP Cards,Luxray ex,TWM068,Holo,US/UK,Surging Sparks - Meddling Sparks Premium Collection,placeholders.csv:538
MCAP Cards,Abra,TWM080,Non Holo,US/UK,Surging Sparks - Premium Checklane Blister,placeholders.csv:549
MCAP Cards,Kadabra,TWM081,Non Holo,US/UK,Surging Sparks - Premium Checklane Blister,placeholders.csv:550
MCAP Cards,Alakazam,TWM082,Cosmos Holo,US/UK,Surging Sparks - Premium Checklane Blister | Surging Sparks - Scarlet & Violet Knock Out Collection: Alakazam & Chien-Pao,placeholders.csv:544 | placeholders.csv:587
MCAP Cards,Munkidori,TWM095,Non Holo,US/UK,Twilight Masquerade - Build & Battle Box,placeholders.csv:376
MCAP Cards,Fezandipiti,TWM096,Non Holo,US/UK,Twilight Masquerade - Build & Battle Box,placeholders.csv:377
MCAP Cards,Hisuian Growlithe,TWM099,Non Holo,US/UK,Surging Sparks - Stage 1 Blister,placeholders.csv:552
MCAP Cards,Hisuian Arcanine,TWM100,Cosmos Holo,US/UK,Surging Sparks - Stage 1 Blister,placeholders.csv:546
MCAP Cards,Greninja ex,TWM106,Holo,US/UK,Surging Sparks - Greninja ex Ultra-Premium Collection,placeholders.csv:533
MCAP Cards,Greninja ex,TWM106,Metal Card,US/UK,Surging Sparks - Greninja ex Ultra-Premium Collection,placeholders.csv:534
MCAP Cards,Okidogi,TWM111,Non Holo,US/UK,Twilight Masquerade - Build & Battle Box,placeholders.csv:378
MCAP Cards,Ogre's Mask,TWM159,Cosmos Holo,US/UK,Surging Sparks - Ogerpon ex Premium Collection,placeholders.csv:562
MCAP Cards,Tepig,WHT011,Set Holo,US/UK,Black Bolt & White Flare - Unova Poster Collection,placeholders.csv:699
MCAP Cards,Oshawott,WHT021,Set Holo,US/UK,Black Bolt & White Flare - Unova Poster Collection,placeholders.csv:700
MCAP Cards,Mega Darkrai ex,,Black Star Promo,US/UK,Pitch Black - Mega Forces Tins,mega_placeholders.csv:170
MCAP Cards,Mega Dragonite ex,,Black Star Promo,US/UK,Pitch Black - Mega Forces Tins,mega_placeholders.csv:171
MCAP Cards,Mega Zeraora ex,,Black Star Promo,US/UK,Pitch Black - Mega Forces Tins,mega_placeholders.csv:169
MCAP Cards,Suicune ex,Blastoise Deck 010,Reprint,US/UK,Paldean Fates - Combined Powers Premium Collection,placeholders.csv:291
MCAP Cards,Mr. Mime,Blastoise Deck 013,Reprint,US/UK,Paldean Fates - Combined Powers Premium Collection,placeholders.csv:292
MCAP Cards,Drops in the Ocean,Blastoise Deck 021,Reprint,US/UK,Paldean Fates - Combined Powers Premium Collection,placeholders.csv:293
MCAP Cards,Ho-Oh ex,Charizard Deck 007,Reprint,US/UK,Paldean Fates - Combined Powers Premium Collection,placeholders.csv:289
MCAP Cards,Scorching Charcoal,Charizard Deck 026,Reprint,US/UK,Paldean Fates - Combined Powers Premium Collection,placeholders.csv:290
MCAP Cards,Lugia ex,Venusaur Deck 017,Reprint,US/UK,Paldean Fates - Combined Powers Premium Collection,placeholders.csv:287
MCAP Cards,Sun Seed,Venusaur Deck 027,Reprint,US/UK,Paldean Fates - Combined Powers Premium Collection,placeholders.csv:288
Prize Pack Cards,Kyurem ex,BLK028,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:24
Prize Pack Cards,Eelektrik,BLK031,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:10
Prize Pack Cards,Zekrom ex,BLK034,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:50
Prize Pack Cards,Conkeldurr,BLK049,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:6
Prize Pack Cards,Genesect ex,BLK067,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:16
Prize Pack Cards,Air Balloon,BLK079,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:51
Prize Pack Cards,Yanmega ex,DRI003,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:49
Prize Pack Cards,Cynthia's Roserade,DRI008,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:9
Prize Pack Cards,Shaymin,DRI010,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:43
Prize Pack Cards,Team Rocket's Spidops,DRI020,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:48
Prize Pack Cards,Ethan's Quilava,DRI033,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:14
Prize Pack Cards,Ethan's Typhlosion,DRI034,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:15
Prize Pack Cards,Ethan's Magcargo,DRI036,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:13
Prize Pack Cards,Ethan's Ho-Oh ex,DRI039,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:12
Prize Pack Cards,Team Rocket's Mewtwo ex,DRI081,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:46
Prize Pack Cards,Cynthia's Gabite,DRI103,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:7
Prize Pack Cards,Cynthia's Garchomp ex,DRI104,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:8
Prize Pack Cards,Team Rocket's Nidoking ex,DRI119,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:47
Prize Pack Cards,Team Rocket's Crobat ex,DRI122,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:45
Prize Pack Cards,Arven's Mabosstiff ex,DRI139,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:3
Prize Pack Cards,Cynthia's Power Weight,DRI162,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:54
Prize Pack Cards,Ethan's Adventure,DRI165,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:56
