Owned,Set Code,Set,Category,Card Number,Card Name,Variant,Region,Purchase Options,Notes
,SFA,Shrouded Fable,Prize Pack Cards,SFA061,Night Stretcher,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
,SFA,Shrouded Fable,Prize Pack Cards,SFA063,Powerglass,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
,SSP,Surging Sparks,Stamped Cards,SSP047,Cryogonal,Cosmos Holo Snowflake Stamp,US/UK,Black Bolt & White Flare - Holiday Calendar 2025,
,SSP,Surging Sparks,Stamped Cards,SSP076,Latias ex,Surging Sparks Stamp,US/UK,Black Bolt & White Flare - Lugia ex & Latias ex Premium Collection,Target exclusive
,SSP,Surging Sparks,Stamped Cards,SSP161,Terapagos,Best Buy Stamp,US/Australia/Canada,Surging Sparks - Retailer Gift With Purchase,Distributed with Fuecoco at Best Buy or JB Hi-Fi or Toys R Us
,SSP,Surging Sparks,Stamped Cards,SSP161,Terapagos,GameStop Stamp,US/Canada/Australia,Surging Sparks - Retailer Gift With Purchase,Distributed with Sprigatito at GameStop or EB Games
,SSP,Surging Sparks,Stamped Cards,SVP151,Gouging Fire,Black Star Promo,US/UK,Surging Sparks - Build & Battle Box,One of four possible promo decks
,SSP,Surging Sparks,Stamped Cards,SVP152,Chien-Pao,Black Star Promo,US/UK,Surging Sparks - Build & Battle Box,One of four possible promo decks
,SSP,Surging Sparks,Stamped Cards,SVP153,Magneton,Black Star Promo,US/UK,Surging Sparks - Build & Battle Box,One of four possible promo decks
,SSP,Surging Sparks,Stamped Cards,SVP154,Indeedee,Black Star Promo,US/UK,Surging Sparks - Build & Battle Box,One of four possible promo decks
,SSP,Surging Sparks,Stamped Cards,SVP191,Sprigatito,GameStop Stamp,US/Canada/Australia,Surging Sparks - Retailer Gift With Purchase,Distributed with Terapagos at GameStop or EB Games
,SSP,Surging Sparks,Stamped Cards,SVP192,Fuecoco,Best Buy Stamp,US/Australia/Canada,Surging Sparks - Retailer Gift With Purchase,Distributed with Terapagos at Best Buy or JB Hi-Fi or Toys R Us
,SSP,Surging Sparks,Staff Cards,SVP151,Gouging Fire,Staff Stamp,US/UK,Surging Sparks - Build & Battle Box,Prerelease staff variant
,SSP,Surging Sparks,Staff Cards,SVP152,Chien-Pao,Staff Stamp,US/UK,Surging Sparks - Build & Battle Box,Prerelease staff variant
,SSP,Surging Sparks,Staff Cards,SVP153,Magneton,Staff Stamp,US/UK,Surging Sparks - Build & Battle Box,Prerelease staff variant
,SSP,Surging Sparks,Staff Cards,SVP154,Indeedee,Staff Stamp,US/UK,Surging Sparks - Build & Battle Box,Prerelease staff variant
,SSP,Surging Sparks,Promo Cards,SVP054,Greninja ex,Black Star Promo,US/UK,Surging Sparks - Greninja ex Ultra-Premium Collection,Reprint
,SSP,Surging Sparks,Promo Cards,SVP155,Wooper,Cosmos Holo,US/UK,Surging Sparks - Single Pack Blister,
,SSP,Surging Sparks,Promo Cards,SVP156,Quagsire,Cosmos Holo,US/UK,Surging Sparks - 3-Pack Blister,
,SSP,Surging Sparks,Promo Cards,SVP157,Zapdos,Cosmos Holo,US/UK,Surging Sparks - 3-Pack Blister,
,SSP,Surging Sparks,Promo Cards,SVP158,Pachirisu,Cosmos Holo,US/UK,Surging Sparks - Single Pack Blister,
,SSP,Surging Sparks,Promo Cards,SVP159,Magneton,Black Star Promo,US/UK,Surging Sparks - Elite Trainer Box,
,SSP,Surging Sparks,Promo Cards,SVP159,Magneton,Pokemon Center Stamp,US/UK,Surging Sparks - Pokemon Center ETB,
,SSP,Surging Sparks,Promo Cards,SVP163,Cinderace ex,Black Star Promo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,
,SSP,Surging Sparks,Promo Cards,SVP164,Lapras ex,Black Star Promo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,
,SSP,Surging Sparks,Promo Cards,SVP165,Terapagos ex,Black Star Promo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,
,SSP,Surging Sparks,Promo Cards,SVP166,Teal Mask Ogerpon ex,Black Star Promo,US/UK,Surging Sparks - Ogerpon ex Premium Collection,
,SSP,Surging Sparks,Promo Cards,SVP177,Bloodmoon Ursaluna ex,Black Star Promo,US/UK,Surging Sparks - Bloodmoon Ursaluna ex Box,
,SSP,Surging Sparks,Promo Cards,SVP191,Sprigatito,Black Star Promo,US/UK,Surging Sparks - Grand Adventure Collection,
,SSP,Surging Sparks,Promo Cards,SVP192,Fuecoco,Black Star Promo,US/UK,Surging Sparks - Grand Adventure Collection,
,SSP,Surging Sparks,MCAP Cards,SSP013,Rellor,Non Holo,US/UK,Destined Rivals - Stage 1 Blister,Included with Rabsca blister
,SSP,Surging Sparks,MCAP Cards,SSP014,Rabsca,Cosmos Holo,US/UK,Destined Rivals - Stage 1 Blister,
,SSP,Surging Sparks,MCAP Cards,SSP014,Rabsca,Non Holo,US/UK,Surging Sparks - Build & Battle Box,Deck-exclusive
,SSP,Surging Sparks,MCAP Cards,SSP029,Fuecoco,Non Holo,US/UK,Destined Rivals - Premium Checklane Blister,Included with Skeledirge blister
,SSP,Surging Sparks,MCAP Cards,SSP030,Crocalor,Non Holo,US/UK,Destined Rivals - Premium Checklane Blister,Included with Skeledirge blister
,SSP,Surging Sparks,MCAP Cards,SSP031,Skeledirge,Cosmos Holo,US/UK,Destined Rivals - Premium Checklane Blister,
,SSP,Surging Sparks,MCAP Cards,SSP038,Gouging Fire,Non Holo,US/UK,Surging Sparks - Build & Battle Box,Deck-exclusive
,SSP,Surging Sparks,MCAP Cards,SSP046,Shellos,Non Holo,US/UK,Destined Rivals - Stage 1 Blister,Included with Gastrodon blister
,SSP,Surging Sparks,MCAP Cards,SSP065,Tapu Koko,Non Holo,US/UK,Surging Sparks - Build & Battle Box,Deck-exclusive
,SSP,Surging Sparks,MCAP Cards,SSP070,Togepi,Non Holo,US/UK,Destined Rivals - Premium Checklane Blister,Included with Togekiss blister
,SSP,Surging Sparks,MCAP Cards,SSP071,Togetic,Non Holo,US/UK,Destined Rivals - Premium Checklane Blister,Included with Togekiss blister
,SSP,Surging Sparks,MCAP Cards,SSP072,Togekiss,Cosmos Holo,US/UK,Destined Rivals - Premium Checklane Blister,
,SSP,Surging Sparks,MCAP Cards,SSP107,Gastrodon,Cosmos Holo,US/UK,Destined Rivals - Stage 1 Blister,
,SSP,Surging Sparks,Prize Pack Cards,SSP019,Ho-Oh,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SSP,Surging Sparks,Prize Pack Cards,SSP036,Ceruledge ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SSP,Surging Sparks,Prize Pack Cards,SSP057,Pikachu ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SSP,Surging Sparks,Prize Pack Cards,SSP059,Magneton,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SSP,Surging Sparks,Prize Pack Cards,SSP065,Tapu Koko,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SSP,Surging Sparks,Prize Pack Cards,SSP074,Azumarill,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SSP,Surging Sparks,Prize Pack Cards,SSP076,Latias ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SSP,Surging Sparks,Prize Pack Cards,SSP086,Sylveon ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SSP,Surging Sparks,Prize Pack Cards,SSP107,Gastrodon,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SSP,Surging Sparks,Prize Pack Cards,SSP130,Archaludon ex,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SSP,Surging Sparks,Prize Pack Cards,SSP143,Eevee,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SSP,Surging Sparks,Prize Pack Cards,SSP161,Terapagos,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SSP,Surging Sparks,Prize Pack Cards,SSP164,Brilliant Blender,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven | Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,Official card list; one checkbox mark extracted
,SSP,Surging Sparks,Prize Pack Cards,SSP169,Counter Gain,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SSP,Surging Sparks,Prize Pack Cards,SSP176,Energy Search Pro,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,Official card list; one checkbox mark extracted
,SSP,Surging Sparks,Prize Pack Cards,SSP177,Gravity Mountain,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SSP,Surging Sparks,Prize Pack Cards,SSP185,Precious Trolley,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,Official card list; one checkbox mark extracted
,SSP,Surging Sparks,Prize Pack Cards,SSP186,Scramble Switch,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SSP,Surging Sparks,Prize Pack Cards,SSP189,Tera Orb,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; one checkbox mark extracted
,SSP,Surging Sparks,Other Cards,SSP161,Terapagos,Pokemon Center Stamp,US,Surging Sparks - Retailer Gift With Purchase,Distributed with Quaxly at Pokemon Center
,SSP,Surging Sparks,Other Cards,,Quaxly,Pokemon Center Stamp,US,Surging Sparks - Retailer Gift With Purchase,Distributed with Terapagos; card number to verify
,SVE,SVE Basic Energies,MCAP Cards,SVE009,Basic Grass Energy,Cracked Ice Holo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,
,SVE,SVE Basic Energies,MCAP Cards,SVE010,Basic Fire Energy,Cracked Ice Holo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,
,SVE,SVE Basic Energies,MCAP Cards,SVE011,Basic Water Energy,Cracked Ice Holo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,
,SVE,SVE Basic Energies,MCAP Cards,SVE012,Basic Lightning Energy,Cracked Ice Holo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,
,SVE,SVE Basic Energies,MCAP Cards,SVE013,Basic Psychic Energy,Cracked Ice Holo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,
,SVE,SVE Basic Energies,MCAP Cards,SVE014,Basic Fighting Energy,Cracked Ice Holo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,
,SVE,SVE Basic Energies,MCAP Cards,SVE015,Basic Darkness Energy,Cracked Ice Holo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,
,SVE,SVE Basic Energies,MCAP Cards,SVE016,Basic Metal Energy,Cracked Ice Holo,US/UK,Surging Sparks - Terapagos ex Ultra-Premium Collection,
,SVE,SVE Basic Energies,Prize Pack Cards,SVE009,Basic Grass Energy,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
,SVE,SVE Basic Energies,Prize Pack Cards,SVE010,Basic Fire Energy,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
,SVE,SVE Basic Energies,Prize Pack Cards,SVE011,Basic Water Energy,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
,SVE,SVE Basic Energies,Prize Pack Cards,SVE012,Basic Lightning Energy,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
,SVE,SVE Basic Energies,Prize Pack Cards,SVE013,Basic Psychic Energy,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
,SVE,SVE Basic Energies,Prize Pack Cards,SVE014,Basic Fighting Energy,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
,SVE,SVE Basic Energies,Prize Pack Cards,SVE015,Basic Darkness Energy,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
,SVE,SVE Basic Energies,Prize Pack Cards,SVE016,Basic Metal Energy,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,Official card list; two checkbox marks extracted
,SVI,Scarlet & Violet,Stamped Cards,SVI154,Lechonk,Best Buy Stamp,US,Scarlet & Violet - Retailer Gift With Purchase,Spend 15 dollars on Pokemon TCG products
,SVI,Scarlet & Violet,Stamped Cards,SVI154,Lechonk,GameStop Stamp,US/Canada,Scarlet & Violet - Retailer Gift With Purchase,Spend 15 dollars on Pokemon TCG products
,SVI,Scarlet & Violet,Stamped Cards,SVP005,Quaquaval,Black Star Promo,US/UK,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium,One of four possible promo decks | Contains two Build & Battle Boxes
,SVI,Scarlet & Violet,Stamped Cards,SVP006,Pawmot,Black Star Promo,US/UK,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium,One of four possible promo decks | Contains two Build & Battle Boxes
,SVI,Scarlet & Violet,Stamped Cards,SVP007,Hawlucha,Black Star Promo,US/UK,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium,One of four possible promo decks | Contains two Build & Battle Boxes
,SVI,Scarlet & Violet,Stamped Cards,SVP008,Revavroom,Black Star Promo,US/UK,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium,One of four possible promo decks | Contains two Build & Battle Boxes
,SVI,Scarlet & Violet,Staff Cards,SVP005,Quaquaval,Staff Stamp,US/UK,Scarlet & Violet - Build & Battle Box,Prerelease staff variant
,SVI,Scarlet & Violet,Staff Cards,SVP006,Pawmot,Staff Stamp,US/UK,Scarlet & Violet - Build & Battle Box,Prerelease staff variant
,SVI,Scarlet & Violet,Staff Cards,SVP007,Hawlucha,Staff Stamp,US/UK,Scarlet & Violet - Build & Battle Box,Prerelease staff variant
,SVI,Scarlet & Violet,Staff Cards,SVP008,Revavroom,Staff Stamp,US/UK,Scarlet & Violet - Build & Battle Box,Prerelease staff variant
,SVI,Scarlet & Violet,Promo Cards,SVP001,Sprigatito,Black Star Promo,US/UK,Scarlet & Violet - Sprigatito Collection,English exclusive promo
,SVI,Scarlet & Violet,Promo Cards,SVP002,Fuecoco,Black Star Promo,US/UK,Scarlet & Violet - Fuecoco Collection,English exclusive promo
,SVI,Scarlet & Violet,Promo Cards,SVP003,Quaxly,Black Star Promo,US/UK,Scarlet & Violet - Quaxly Collection,English exclusive promo
,SVI,Scarlet & Violet,Promo Cards,SVP004,Mimikyu ex,Black Star Promo,US/UK,Scarlet & Violet - Mimikyu ex Box,Cut from Scarlet & Violet during localization
,SVI,Scarlet & Violet,Promo Cards,SVP009,Spidops,Pixel Cosmos,US/UK,Scarlet & Violet - Single Pack Blister (Reprint),Mid-2024 reprint
,SVI,Scarlet & Violet,Promo Cards,SVP009,Spidops,Smooth Cosmos,US/UK,Scarlet & Violet - Single Pack Blister,Initial release; later reprinted with Pixel Cosmos
,SVI,Scarlet & Violet,Promo Cards,SVP010,Espathra,Smooth Cosmos,US/UK,Scarlet & Violet - Single Pack Blister,
,SVI,Scarlet & Violet,Promo Cards,SVP011,Arcanine,Pixel Cosmos,US/UK,Scarlet & Violet - 3-Pack Blister (Reprint),Mid-2024 reprint
,SVI,Scarlet & Violet,Promo Cards,SVP011,Arcanine,Smooth Cosmos,US/UK,Scarlet & Violet - 3-Pack Blister,Initial release; later reprinted with Pixel Cosmos
,SVI,Scarlet & Violet,Promo Cards,SVP012,Dondozo,Pixel Cosmos,US/UK,Scarlet & Violet - 3-Pack Blister (Reprint),Mid-2024 reprint
,SVI,Scarlet & Violet,Promo Cards,SVP012,Dondozo,Smooth Cosmos,US/UK,Scarlet & Violet - 3-Pack Blister,Initial release; later reprinted with Pixel Cosmos
,SVI,Scarlet & Violet,Promo Cards,SVP013,Miraidon,Black Star Promo,US/UK,Scarlet & Violet - Elite Trainer Box,
,SVI,Scarlet & Violet,Promo Cards,SVP013,Miraidon,Pokemon Center Stamp,US/UK,Scarlet & Violet - Pokemon Center ETB,
,SVI,Scarlet & Violet,Promo Cards,SVP014,Koraidon,Black Star Promo,US/UK,Scarlet & Violet - Elite Trainer Box,
,SVI,Scarlet & Violet,Promo Cards,SVP014,Koraidon,Pokemon Center Stamp,US/UK,Scarlet & Violet - Pokemon Center ETB,
,SVI,Scarlet & Violet,Promo Cards,SVP015,Flaaffy,Black Star Promo,US/UK,Scarlet & Violet - Ampharos ex Battle Deck,
,SVI,Scarlet & Violet,Promo Cards,SVP016,Ampharos ex,Black Star Promo,US/UK,Scarlet & Violet - Ampharos ex Battle Deck,
,SVI,Scarlet & Violet,Promo Cards,SVP017,Lucario ex,Black Star Promo,US/UK,Scarlet & Violet - Lucario ex Battle Deck,
,SVI,Scarlet & Violet,Promo Cards,SVP018,Cyclizar ex,Black Star Promo,US/UK,Scarlet & Violet - Cyclizar ex Box,
,SVI,Scarlet & Violet,MCAP Cards,SVI013,Sprigatito,Mirage Holo,US/UK,Scarlet & Violet - Sprigatito Collection | Scarlet & Violet - Fuecoco Collection | Scarlet & Violet - Quaxly Collection,Product-exclusive holo treatment
,SVI,Scarlet & Violet,MCAP Cards,SVI015,Meowscarada,Cosmos Holo,North America,Paradox Rift - Fall 2023 Collector Chest,
,SVI,Scarlet & Violet,MCAP Cards,SVI020,Smoliv,Non Holo,US/UK,Paldea Evolved - Stage 1 Blister,Included with Arboliva blister
,SVI,Scarlet & Violet,MCAP Cards,SVI022,Dolliv,Non Holo,US/UK,Paldea Evolved - Premium Checklane Blister,Included with Arboliva blister
,SVI,Scarlet & Violet,MCAP Cards,SVI023,Arboliva,Non Holo,US/UK,151 - Greninja & Kangaskhan ex Battle Decks,Exclusive promotional card; exact deck mapping to verify
,SVI,Scarlet & Violet,MCAP Cards,SVI023,Arboliva,Vertical Line Holo,US/UK,Paldea Evolved - Premium Checklane Blister,Product-exclusive holo treatment
,SVI,Scarlet & Violet,MCAP Cards,SVI032,Arcanine ex,Reprint,US/UK,Shrouded Fable - Tera Team Premium Collection,
,SVI,Scarlet & Violet,MCAP Cards,SVI036,Fuecoco,Mirage Holo,US/UK,Scarlet & Violet - Sprigatito Collection | Scarlet & Violet - Fuecoco Collection | Scarlet & Violet - Quaxly Collection,Product-exclusive holo treatment
,SVI,Scarlet & Violet,MCAP Cards,SVI038,Skeledirge,Cosmos Holo,North America,Paradox Rift - Fall 2023 Collector Chest,
,SVI,Scarlet & Violet,MCAP Cards,SVI038,Skeledirge,Non Holo,US/UK,Twilight Masquerade - Victini & Miraidon ex Battle Decks,Exact deck mapping to verify
,SVI,Scarlet & Violet,MCAP Cards,SVI039,Charcadet,Non Holo,US/UK,Paldea Evolved - Stage 1 Blister,Included with Armarouge blister
,SVI,Scarlet & Violet,MCAP Cards,SVI041,Armarouge,Mirage Holo,US/UK,Obsidian Flames - Enhanced 2-Pack Blister,Armarouge Revavroom and Houndstone blister
,SVI,Scarlet & Violet,MCAP Cards,SVI041,Armarouge,Vertical Line Holo,US/UK,Paldea Evolved - Stage 1 Blister,Product-exclusive holo treatment
,SVI,Scarlet & Violet,MCAP Cards,SVI044,Magikarp,Parallel Holo,US/UK,Paradox Rift - Gyarados ex Premium Collection,
,SVI,Scarlet & Violet,MCAP Cards,SVI052,Quaxly,Mirage Holo,US/UK,Scarlet & Violet - Sprigatito Collection | Scarlet & Violet - Fuecoco Collection | Scarlet & Violet - Quaxly Collection,Product-exclusive holo treatment
,SVI,Scarlet & Violet,MCAP Cards,SVI054,Quaquaval,Cosmos Holo,North America,Paradox Rift - Fall 2023 Collector Chest,
,SVI,Scarlet & Violet,MCAP Cards,SVI054,Quaquaval,Non Holo,US/UK,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium | 151 - Greninja & Kangaskhan ex Battle Decks,Deck-exclusive | Rereleased promotional card; exact deck mapping to verify
,SVI,Scarlet & Violet,MCAP Cards,SVI061,Dondozo,Non Holo,US/UK,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium,Deck-exclusive
,SVI,Scarlet & Violet,MCAP Cards,SVI061,Dondozo,Vertical Line Holo,US/UK,Paldea Evolved - Stage 1 Blister,Product-exclusive holo treatment
,SVI,Scarlet & Violet,MCAP Cards,SVI062,Tatsugiri,Non Holo,US/UK,Paldea Evolved - Stage 1 Blister,Included with Dondozo blister
,SVI,Scarlet & Violet,MCAP Cards,SVI063,Magnemite,Reprint,US/UK,151 - Evolving Powers Premium Collection,
,SVI,Scarlet & Violet,MCAP Cards,SVI064,Magneton,Reprint,US/UK,151 - Evolving Powers Premium Collection,
,SVI,Scarlet & Violet,MCAP Cards,SVI065,Magnezone ex,Reprint,US/UK,151 - Evolving Powers Premium Collection,
,SVI,Scarlet & Violet,MCAP Cards,SVI070,Rotom,Cosmos Holo,US/UK,Scarlet & Violet - Cyclizar ex Box,Product-exclusive holo treatment
,SVI,Scarlet & Violet,MCAP Cards,SVI073,Pawmi,Non Holo,US/UK,Paldea Evolved - Premium Checklane Blister,Included with Pawmot blister
,SVI,Scarlet & Violet,MCAP Cards,SVI075,Pawmo,Non Holo,US/UK,Paldea Evolved - Premium Checklane Blister,Included with Pawmot blister
,SVI,Scarlet & Violet,MCAP Cards,SVI076,Pawmot,Non Holo,US/UK,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium | Temporal Forces - Ninetales & Zapdos ex Deluxe Battle Decks,Deck-exclusive | Rereleased promotional card; exact deck mapping to verify
,SVI,Scarlet & Violet,MCAP Cards,SVI076,Pawmot,Vertical Line Holo,US/UK,Paldea Evolved - Premium Checklane Blister,Product-exclusive holo treatment
,SVI,Scarlet & Violet,MCAP Cards,SVI080,Miraidon,Non Holo,US/UK,Scarlet & Violet - Ampharos ex Battle Deck,Deck-exclusive
,SVI,Scarlet & Violet,MCAP Cards,SVI084,Ralts,Reprint,US/UK,151 - Evolving Powers Premium Collection,
,SVI,Scarlet & Violet,MCAP Cards,SVI085,Kirlia,Reprint,US/UK,151 - Evolving Powers Premium Collection,
,SVI,Scarlet & Violet,MCAP Cards,SVI086,Gardevoir ex,Reprint,US/UK,151 - Evolving Powers Premium Collection,
,SVI,Scarlet & Violet,MCAP Cards,SVI104,Greavard,Non Holo,US/UK,Obsidian Flames - Stage 1 Blister,Included with Houndstone blister
,SVI,Scarlet & Violet,MCAP Cards,SVI105,Greavard,Mirage Holo,US/UK,Scarlet & Violet - Mimikyu ex Box,Product-exclusive holo treatment
,SVI,Scarlet & Violet,MCAP Cards,SVI106,Houndstone,Mirage Holo,US/UK,Obsidian Flames - Enhanced 2-Pack Blister,Armarouge Revavroom and Houndstone blister
,SVI,Scarlet & Violet,MCAP Cards,SVI106,Houndstone,Non Holo,US/UK,Obsidian Flames - Stage 1 Blister,Included with Houndstone blister
,SVI,Scarlet & Violet,MCAP Cards,SVI107,Mankey,Non Holo,US/UK,Obsidian Flames - Premium Checklane Blister,Included with Annihilape blister
,SVI,Scarlet & Violet,MCAP Cards,SVI108,Primeape,Non Holo,US/UK,Obsidian Flames - Premium Checklane Blister,Included with Annihilape blister
,SVI,Scarlet & Violet,MCAP Cards,SVI109,Annihilape,Non Holo,US/UK,Scarlet & Violet - Lucario ex Battle Deck | Obsidian Flames - Premium Checklane Blister,Deck-exclusive | Included with Annihilape blister
,SVI,Scarlet & Violet,MCAP Cards,SVI118,Hawlucha,Non Holo,US/UK,Temporal Forces - Ninetales & Zapdos ex Deluxe Battle Decks,Exclusive promotional card; exact deck mapping to verify
,SVI,Scarlet & Violet,MCAP Cards,SVI122,Klawf,Pixel Cosmos,US/UK,Paradox Rift - Paldea Friends Mini Tin 5-Pack,
,SVI,Scarlet & Violet,MCAP Cards,SVI124,Koraidon,Non Holo,US/UK,Scarlet & Violet - Lucario ex Battle Deck,Deck-exclusive
,SVI,Scarlet & Violet,MCAP Cards,SVI129,Spiritomb,Cosmos Holo,US/UK,Temporal Forces - Triple Whammy Tin,Australia early May 2024; North America early October 2024
,SVI,Scarlet & Violet,MCAP Cards,SVI132,Pawniard,Non Holo,US/UK,Obsidian Flames - Premium Checklane Blister,Included with Kingambit blister
,SVI,Scarlet & Violet,MCAP Cards,SVI133,Bisharp,Non Holo,US/UK,Obsidian Flames - Premium Checklane Blister,Included with Kingambit blister
,SVI,Scarlet & Violet,MCAP Cards,SVI134,Kingambit,Non Holo,US/UK,Obsidian Flames - Premium Checklane Blister,Included with Kingambit blister
,SVI,Scarlet & Violet,MCAP Cards,SVI141,Varoom,Non Holo,US/UK,Obsidian Flames - Stage 1 Blister,Included with Revavroom blister
,SVI,Scarlet & Violet,MCAP Cards,SVI142,Revavroom,Mirage Holo,US/UK,Obsidian Flames - Enhanced 2-Pack Blister,Armarouge Revavroom and Houndstone blister
,SVI,Scarlet & Violet,MCAP Cards,SVI142,Revavroom,Non Holo,US/UK,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium | Obsidian Flames - Stage 1 Blister | Temporal Forces - Houndoom & Melmetal ex Battle Decks,Deck-exclusive | Included with Revavroom blister | Rereleased promotional card; exact deck mapping to verify
,SVI,Scarlet & Violet,MCAP Cards,SVI153,Indeedee,Non Holo,US/UK,Obsidian Flames - Meowscarada ex Deluxe Battle Deck,Exclusive promotional card
,SVI,Scarlet & Violet,MCAP Cards,SVI154,Lechonk,Cosmos Holo,US/UK,Paradox Rift - Oinkologne ex Box,Product-exclusive holo treatment
,SVI,Scarlet & Violet,MCAP Cards,SVI158,Oinkologne ex,Holo,US/UK,Paradox Rift - Oinkologne ex Box,
,SVI,Scarlet & Violet,MCAP Cards,SVI164,Cyclizar,Non Holo,US/UK,Scarlet & Violet - Lucario ex Battle Deck | Twilight Masquerade - Victini & Miraidon ex Battle Decks,Deck-exclusive | Rereleased promotional card; exact deck mapping to verify
