Generated Set Code,Printed Set Code,Category,Card Name,Card Number,Variant,Region,Override Set Code,Override Category,Exclude,Review Notes,Release Set,Product,Source Rows
OBF,OBF,MCAP Cards,Darkrai,OBF136,Cosmos Holo,US/UK,,,,,,Temporal Forces - Triple Whammy Tin,placeholders.csv:364
OBF,OBF,MCAP Cards,Scizor,OBF141,Cosmos Holo,US/UK,,,,,,Surging Sparks - Meddling Sparks Premium Collection,placeholders.csv:535
OBF,OBF,MCAP Cards,Pawniard,OBF148,Cosmos Holo,US/UK,,,,,,Shrouded Fable - Kingambit Illustration Collection,placeholders.csv:420
OBF,OBF,MCAP Cards,Bisharp,OBF149,Cosmos Holo,US/UK,,,,,,Shrouded Fable - Kingambit Illustration Collection,placeholders.csv:421
OBF,OBF,MCAP Cards,Dragonite ex,OBF159,Reprint,US/UK,,,,,,Shrouded Fable - Tera Brawlers Premium Collection,placeholders.csv:432
OBF,OBF,MCAP Cards,Greedent ex,OBF179,Reprint,US/UK,,,,,,Shrouded Fable - Tera Brawlers Premium Collection,placeholders.csv:433
PAF,PAF,MCAP Cards,Espathra ex,PAF006,Reprint,US/UK,,,,,,Shrouded Fable - Tera Team Premium Collection,placeholders.csv:436
PAF,PAF,MCAP Cards,Charmander,PAF007,Cosmos Holo,US/UK,,,,,,Destined Rivals - Charizard ex Special Collection,placeholders.csv:690
PAF,PAF,MCAP Cards,Charmeleon,PAF008,Cosmos Holo,US/UK,,,,,,Destined Rivals - Charizard ex Special Collection,placeholders.csv:691
PAF,PAF,MCAP Cards,Magmortar,PAF010,Non Holo,US/UK,,,,,,Twilight Masquerade - Victini & Miraidon ex Battle Decks,placeholders.csv:416
PAF,PAF,MCAP Cards,Pikachu,PAF018,Cosmos Parallel Holo,US/UK,,,,,,Stellar Crown - Paldean Fates Mini Tin 5-Pack,placeholders.csv:503
PAF,PAF,MCAP Cards,Raichu,PAF019,Non Holo,US/UK,,,,,,Twilight Masquerade - Victini & Miraidon ex Battle Decks,placeholders.csv:417
PAF,PAF,MCAP Cards,Fidough,PAF038,Cosmos Parallel Holo,US/UK,,,,,,Stellar Crown - Paldean Fates Mini Tin 5-Pack,placeholders.csv:504
PAF,PAF,MCAP Cards,Greavard,PAF042,Cosmos Parallel Holo,US/UK,,,,,,Stellar Crown - Paldean Fates Mini Tin 5-Pack,placeholders.csv:505
PAF,PAF,MCAP Cards,Maschiff,PAF062,Cosmos Parallel Holo,US/UK,,,,,,Stellar Crown - Paldean Fates Mini Tin 5-Pack,placeholders.csv:506
PAL,PAL,MCAP Cards,Sprigatito,PAL013,Mirage Holo,US/UK,,,,,,Obsidian Flames - Summer 2023 Collector Chest,placeholders.csv:126
PAL,PAL,MCAP Cards,Lokix,PAL021,Non Holo,US/UK,,,,,,Paldea Evolved - Build & Battle Box | Paldea Evolved - Build & Battle Stadium,placeholders.csv:68 | placeholders.csv:101
PAL,PAL,MCAP Cards,Fuecoco,PAL034,Mirage Holo,US/UK,,,,,,Obsidian Flames - Summer 2023 Collector Chest,placeholders.csv:127
PAL,PAL,MCAP Cards,Charcadet,PAL039,Non Holo,US/UK,,,,,,Paradox Rift - Stage 1 Blister,placeholders.csv:223
PAL,PAL,MCAP Cards,Gyarados,PAL043,Pixel Cosmos,US/UK,,,,,,Paradox Rift - Paldea Friends Mini Tin 5-Pack,placeholders.csv:238
PAL,PAL,MCAP Cards,Quaxly,PAL050,Mirage Holo,US/UK,,,,,,Obsidian Flames - Summer 2023 Collector Chest,placeholders.csv:128
PAL,PAL,MCAP Cards,Frigibax,PAL058,Non Holo,US/UK,,,,,,Temporal Forces - Premium Checklane Blister,placeholders.csv:323
PAL,PAL,MCAP Cards,Arctibax,PAL059,Non Holo,US/UK,,,,,,Temporal Forces - Premium Checklane Blister,placeholders.csv:324
PAL,PAL,MCAP Cards,Baxcalibur,PAL060,Cosmos Holo,US/UK,,,,,,Temporal Forces - Premium Checklane Blister | Temporal Forces - Enhanced 2-Pack Blister,placeholders.csv:319 | placeholders.csv:348
PAL,PAL,MCAP Cards,Baxcalibur,PAL060,Non Holo,US/UK,,,,,,Paldea Evolved - Build & Battle Box | Paldea Evolved - Build & Battle Stadium | Paldea Evolved - Chien-Pao ex Battle Deck | Obsidian Flames - Quaquaval ex Deluxe Battle Deck,placeholders.csv:69 | placeholders.csv:102 | placeholders.csv:108 | placeholders.csv:164
PAL,PAL,MCAP Cards,Luxray,PAL071,Cosmos Holo,US/UK,,,,,,Surging Sparks - Meddling Sparks Premium Collection,placeholders.csv:537
PAL,PAL,MCAP Cards,Luxray,PAL071,Pixel Cosmos,US/UK,,,,,,Paradox Rift - Paldea Friends Mini Tin 5-Pack,placeholders.csv:239
PAL,PAL,MCAP Cards,Pawmi,PAL074,Cosmos Holo,US/UK,,,,,,Paldean Fates - Paldea Adventure Chest,placeholders.csv:296
PAL,PAL,MCAP Cards,Pawmo,PAL075,Cosmos Holo,US/UK,,,,,,Paldean Fates - Paldea Adventure Chest,placeholders.csv:297
PAL,PAL,MCAP Cards,Rhydon,PAL075,Non Holo,US/UK,,,,,,Journey Together - Premium Checklane Blister,placeholders.csv:633
PAL,PAL,MCAP Cards,Pawmot,PAL076,Reprint,US/UK,,,,,,Paradox Rift - Enhanced 2-Pack Blister,placeholders.csv:266
PAL,PAL,MCAP Cards,Dedenne ex,PAL093,Reprint,US/UK,,,,,,Shrouded Fable - Tera Brawlers Premium Collection,placeholders.csv:430
PAL,PAL,MCAP Cards,Ceruledge,PAL098,Cosmos Holo,US/UK,,,,,,Paradox Rift - Stage 1 Blister | Temporal Forces - Armarouge ex Premium Collection,placeholders.csv:219 | placeholders.csv:352
PAL,PAL,MCAP Cards,Klink,PAL099,Non Holo,US/UK,,,,,,Journey Together - Premium Checklane Blister,placeholders.csv:634
PAL,PAL,MCAP Cards,Klang,PAL100,Non Holo,US/UK,,,,,,Journey Together - Premium Checklane Blister,placeholders.csv:635
PAL,PAL,MCAP Cards,Tinkatink,PAL102,Non Holo,US/UK,,,,,,Paradox Rift - Premium Checklane Blister,placeholders.csv:224
PAL,PAL,MCAP Cards,Meltan,PAL103,Non Holo,US/UK,,,,,,Journey Together - Stage 1 Blister,placeholders.csv:636
PAL,PAL,MCAP Cards,Tinkatuff,PAL104,Non Holo,US/UK,,,,,,Paradox Rift - Premium Checklane Blister,placeholders.csv:225
PAL,PAL,MCAP Cards,Tinkaton,PAL105,Cosmos Holo,US/UK,,,,,,Paradox Rift - Premium Checklane Blister,placeholders.csv:220
PAL,PAL,MCAP Cards,Tinkaton,PAL105,Non Holo,US/UK,,,,,,Paldea Evolved - Build & Battle Box | Paldea Evolved - Build & Battle Stadium,placeholders.csv:70 | placeholders.csv:103
PAL,PAL,MCAP Cards,Duraludon,PAL106,Non Holo,US/UK,,,,,,Journey Together - Stage 1 Blister,placeholders.csv:637
PAL,PAL,MCAP Cards,Mankey,PAL106,Pixel Cosmos,US/UK,,,,,,Paldea Evolved - Annihilape ex Box,placeholders.csv:111
PAL,PAL,MCAP Cards,Primeape,PAL107,Pixel Cosmos,US/UK,,,,,,Paldea Evolved - Annihilape ex Box,placeholders.csv:112
PAL,PAL,MCAP Cards,Larvitar,PAL110,Cosmos Holo,US/UK,,,,,,Temporal Forces - Triple Whammy Tin,placeholders.csv:357
PAL,PAL,MCAP Cards,Pupitar,PAL111,Cosmos Holo,US/UK,,,,,,Temporal Forces - Triple Whammy Tin,placeholders.csv:358
PAL,PAL,MCAP Cards,Rockruff,PAL116,Cosmos Holo,Europe/Canada,,,,,,Shrouded Fable - Lycanroc ex Box,placeholders.csv:458
PAL,PAL,MCAP Cards,Lycanroc ex,PAL117,Holo,Europe/Canada,,,,,,Shrouded Fable - Lycanroc ex Box,placeholders.csv:459
PAL,PAL,MCAP Cards,Garganacl,PAL123,Cosmos Holo,US/UK,,,,,,Temporal Forces - Enhanced 2-Pack Blister,placeholders.csv:349
PAL,PAL,MCAP Cards,Glimmet,PAL124,Non Holo,US/UK,,,,,,Paradox Rift - Stage 1 Blister,placeholders.csv:226
PAL,PAL,MCAP Cards,Glimmora,PAL126,Cosmos Holo,US/UK,,,,,,Paradox Rift - Stage 1 Blister,placeholders.csv:221
PAL,PAL,MCAP Cards,Tyranitar,PAL135,Cosmos Holo,US/UK,,,,,,Temporal Forces - Triple Whammy Tin,placeholders.csv:359
PAL,PAL,MCAP Cards,Sableye,PAL136,Cosmos Holo,US/UK,,,,,,Temporal Forces - Triple Whammy Tin,placeholders.csv:360
PAL,PAL,MCAP Cards,Deino,PAL138,Non Holo,US/UK,,,,,,Paradox Rift - Premium Checklane Blister,placeholders.csv:227
PAL,PAL,MCAP Cards,Zweilous,PAL139,Non Holo,US/UK,,,,,,Paradox Rift - Premium Checklane Blister,placeholders.csv:228
PAL,PAL,MCAP Cards,Hydreigon,PAL140,Cosmos Holo,US/UK,,,,,,Paradox Rift - Premium Checklane Blister,placeholders.csv:222
PAL,PAL,MCAP Cards,Maschiff,PAL142,Cosmos Holo,US/UK,,,,,,Paldean Fates - Mabosstiff ex Box,placeholders.csv:285
PAL,PAL,MCAP Cards,Orthworm,PAL151,Non Holo,US/UK,,,,,,Temporal Forces - Houndoom & Melmetal ex Battle Decks,placeholders.csv:341
PAL,PAL,MCAP Cards,Orthworm,PAL151,Pixel Cosmos,US/UK,,,,,,Paradox Rift - Paldea Friends Mini Tin 5-Pack,placeholders.csv:240
PAL,PAL,MCAP Cards,Slakoth,PAL160,Cosmos Holo,US/UK,,,,,,Temporal Forces - Triple Whammy Tin,placeholders.csv:361
PAL,PAL,MCAP Cards,Vigoroth,PAL161,Cosmos Holo,US/UK,,,,,,Temporal Forces - Triple Whammy Tin,placeholders.csv:362
PAL,PAL,MCAP Cards,Slaking,PAL162,Cosmos Holo,US/UK,,,,,,Temporal Forces - Triple Whammy Tin,placeholders.csv:363
PAL,PAL,MCAP Cards,Tandemaus,PAL167,Cosmos Holo,US/UK,,,,,,Paldean Fates - Paldea Adventure Chest,placeholders.csv:298
PAL,PAL,MCAP Cards,Boss's Orders,PAL172,Non Holo,US/UK,,,,,,Paldea Evolved - Build & Battle Box | Paldea Evolved - Build & Battle Stadium | Obsidian Flames - Quaquaval ex Deluxe Battle Deck | 151 - Greninja & Kangaskhan ex Battle Decks | Paradox Rift - Miraidon ex League Battle Deck | Temporal Forces - Ninetales & Zapdos ex Deluxe Battle Decks | Temporal Forces - Gardevoir ex League Battle Deck | Shrouded Fable - Koraidon & Miraidon ex Deluxe Battle Decks | Surging Sparks - Charizard ex League Battle Deck | Journey Together - Dragapult ex League Battle Deck,placeholders.csv:71 | placeholders.csv:104 | placeholders.csv:165 | placeholders.csv:196 | placeholders.csv:264 | placeholders.csv:336 | placeholders.csv:355 | placeholders.csv:452 | placeholders.csv:568 | placeholders.csv:649
PAL,PAL,MCAP Cards,Boss's Orders [Ghetsis],PAL172,Non Holo,US/UK,,,,,,Mega Evolution - Trainer's Toolkit 2025,placeholders.csv:744 | mega_placeholders.csv:34
PAR,PAR,MCAP Cards,Nymble,PAR014,Non Holo,US/UK,,,,,,Twilight Masquerade - Stage 1 Blister,placeholders.csv:387
PAR,PAR,MCAP Cards,Charcadet,PAR026,Cosmos Holo,US/UK,,,,,,Temporal Forces - Armarouge ex Premium Collection,placeholders.csv:353
PAR,PAR,MCAP Cards,Iron Moth,PAR028,Cosmos Holo,US/UK,,,,,,Paradox Rift - Iron Valiant ex Box,placeholders.csv:255
PAR,PAR,MCAP Cards,Iron Moth,PAR028,Non Holo,US/UK,,,,,,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium,placeholders.csv:208 | placeholders.csv:245
PAR,PAR,MCAP Cards,Chi-Yu,PAR029,Non Holo,US/UK,,,,,,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium,placeholders.csv:209 | placeholders.csv:246
PAR,PAR,MCAP Cards,Horsea,PAR030,Non Holo,US/UK,,,,,,Twilight Masquerade - Premium Checklane Blister,placeholders.csv:388
PAR,PAR,MCAP Cards,Seadra,PAR031,Non Holo,US/UK,,,,,,Twilight Masquerade - Premium Checklane Blister,placeholders.csv:389
PAR,PAR,MCAP Cards,Kingdra,PAR032,Cosmos Holo,US/UK,,,,,,Twilight Masquerade - Premium Checklane Blister,placeholders.csv:383
PAR,PAR,MCAP Cards,Garchomp ex,PAR038,Reprint,US/UK,,,,,,Shrouded Fable - Tera Team Premium Collection,placeholders.csv:437
PAR,PAR,MCAP Cards,Palkia,PAR040,Cosmos Holo,US/UK,,,,,,Stellar Crown - Enhanced 2-Pack Blister,placeholders.csv:515
PAR,PAR,MCAP Cards,Tsareena ex,PAR046,Holo,US/UK,,,,,,Surging Sparks - Tsareena ex Premium Collection,placeholders.csv:571
PAR,PAR,MCAP Cards,Golisopod,PAR049,Non Holo,US/UK,,,,,,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium,placeholders.csv:210 | placeholders.csv:247
PAR,PAR,MCAP Cards,Chien-Pao,PAR057,Cosmos Holo,US/UK,,,,,,Surging Sparks - Scarlet & Violet Knock Out Collection: Alakazam & Chien-Pao,placeholders.csv:586
PAR,PAR,MCAP Cards,Mewtwo ex,PAR058,Reprint,US/UK,,,,,,Shrouded Fable - Tera Team Premium Collection,placeholders.csv:438
PAR,PAR,MCAP Cards,Zekrom,PAR066,Cosmos Holo,US/UK,,,,,,Stellar Crown - Enhanced 2-Pack Blister,placeholders.csv:516
PAR,PAR,MCAP Cards,Xatu,PAR072,Non Holo,US/UK,,,,,,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium | Journey Together - Dragapult ex League Battle Deck,placeholders.csv:211 | placeholders.csv:248 | placeholders.csv:648
PAR,PAR,MCAP Cards,Latios,PAR073,Cosmos Holo,US/UK,,,,,,Stellar Crown - Enhanced 2-Pack Blister,placeholders.csv:517
PAR,PAR,MCAP Cards,Espathra,PAR081,Cosmos Holo,US/UK,,,,,,Shrouded Fable - Espathra Two Pack Blister,placeholders.csv:429
PAR,PAR,MCAP Cards,Espathra,PAR081,Non Holo,US/UK,,,,,,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium,placeholders.csv:212 | placeholders.csv:249
PAR,PAR,MCAP Cards,Onix,PAR090,Non Holo,US/UK,,,,,,Twilight Masquerade - Stage 1 Blister,placeholders.csv:390
PAR,PAR,MCAP Cards,Hoopa ex,PAR098,Reprint,US/UK,,,,,,Shrouded Fable - Tera Team Premium Collection,placeholders.csv:439
PAR,PAR,MCAP Cards,Morpeko,PAR121,Non Holo,US/UK,,,,,,Temporal Forces - Houndoom & Melmetal ex Battle Decks,placeholders.csv:342
PAR,PAR,MCAP Cards,Lokix,PAR122,Cosmos Holo,US/UK,,,,,,Twilight Masquerade - Stage 1 Blister,placeholders.csv:384
PAR,PAR,MCAP Cards,Lokix,PAR122,Non Holo,US/UK,,,,,,Temporal Forces - Houndoom & Melmetal ex Battle Decks,placeholders.csv:343
PAR,PAR,MCAP Cards,Brute Bonnet,PAR123,Cosmos Holo,US/UK,,,,,,Paradox Rift - Roaring Moon ex Box,placeholders.csv:252
PAR,PAR,MCAP Cards,Steelix,PAR125,Cosmos Holo,US/UK,,,,,,Twilight Masquerade - Stage 1 Blister,placeholders.csv:385
PAR,PAR,MCAP Cards,Honedge,PAR131,Cosmos Holo,Europe,,,,,,Shrouded Fable - Aegislash ex Box,placeholders.csv:455
PAR,PAR,MCAP Cards,Doublade,PAR132,Cosmos Holo,Europe,,,,,,Shrouded Fable - Aegislash ex Box,placeholders.csv:456
PAR,PAR,MCAP Cards,Aegislash,PAR134,Non Holo,US/UK,,,,,,Paradox Rift - Build & Battle Box | Paradox Rift - Build & Battle Stadium,placeholders.csv:213 | placeholders.csv:250
PAR,PAR,MCAP Cards,Aegislash ex,PAR135,Holo,Europe,,,,,,Shrouded Fable - Aegislash ex Box,placeholders.csv:457
PAR,PAR,MCAP Cards,Zacian,PAR136,Non Holo,US/UK,,,,,,Temporal Forces - Houndoom & Melmetal ex Battle Decks,placeholders.csv:344
PAR,PAR,MCAP Cards,Skeledirge ex,PAR137,Reprint,US/UK,,,,,,Shrouded Fable - Tera Brawlers Premium Collection,placeholders.csv:434
PAR,PAR,MCAP Cards,Porygon,PAR142,Non Holo,US/UK,,,,,,Twilight Masquerade - Premium Checklane Blister,placeholders.csv:391
PAR,PAR,MCAP Cards,Porygon2,PAR143,Non Holo,US/UK,,,,,,Twilight Masquerade - Premium Checklane Blister,placeholders.csv:392
PAR,PAR,MCAP Cards,Porygon-Z,PAR144,Cosmos Holo,US/UK,,,,,,Twilight Masquerade - Premium Checklane Blister,placeholders.csv:386
PAR,PAR,MCAP Cards,Ancient Booster Energy Capsule,PAR159,Cosmos Holo,US/UK,,,,,,Paradox Rift - Roaring Moon ex Box,placeholders.csv:253
PAR,PAR,MCAP Cards,Future Booster Energy Capsule,PAR164,Cosmos Holo,US/UK,,,,,,Paradox Rift - Iron Valiant ex Box,placeholders.csv:256
PBL,PBL,MCAP Cards,Zarude,PBL056,Pixel Cosmos Holo,US/UK,,,,,,Pitch Black - Zarude Two Pack Blister,mega_placeholders.csv:179
PFL,PFL,MCAP Cards,Oddish,PFL001,Pixel Cosmos Holo,US/UK,,,,,,Phantasmal Flames - Enhanced 2-Pack Blister: Oddish Gloom & Vileplume,mega_placeholders.csv:107
PFL,PFL,MCAP Cards,Gloom,PFL002,Pixel Cosmos Holo,US/UK,,,,,,Phantasmal Flames - Enhanced 2-Pack Blister: Oddish Gloom & Vileplume,mega_placeholders.csv:108
PFL,PFL,MCAP Cards,Vileplume,PFL003,Pixel Cosmos Holo,US/UK,,,,,,Phantasmal Flames - Enhanced 2-Pack Blister: Oddish Gloom & Vileplume,mega_placeholders.csv:109
PFL,PFL,MCAP Cards,Moltres,PFL014,Non Holo,US/UK,,,,,,Chaos Rising - Chaos Rising Blisters,mega_placeholders.csv:120
PFL,PFL,MCAP Cards,Reshiram,PFL017,Cosmos Holo,US/UK,,,,,,Chaos Rising - Chaos Rising Blisters,mega_placeholders.csv:121
PFL,PFL,MCAP Cards,Pawmot,PFL034,Cosmos Holo,US/UK,,,,,,Chaos Rising - Chaos Rising Blisters,mega_placeholders.csv:124
PFL,PFL,MCAP Cards,Zacian,PFL045,Cosmos Holo,US/UK,,,,,,Chaos Rising - Chaos Rising Blisters,mega_placeholders.csv:126
PFL,PFL,MCAP Cards,Flygon,PFL053,Cosmos Holo,US/UK,,,,,,Chaos Rising - Chaos Rising Blisters,mega_placeholders.csv:129
POR,POR,MCAP Cards,Luxray,POR027,Pixel Cosmos Holo,US/UK,,,,,,Pitch Black - Pitch Black Blisters,mega_placeholders.csv:152
POR,POR,MCAP Cards,Gengar,POR050,Pixel Cosmos Holo,US/UK,,,,,,Pitch Black - Pitch Black Blisters,mega_placeholders.csv:157
SCR,SCR,MCAP Cards,Ledian,SCR003,Non Holo,US/UK,,,,,,Stellar Crown - Build & Battle Box,placeholders.csv:470
SCR,SCR,MCAP Cards,Rhyhorn,SCR074,Non Holo,US/UK,,,,,,Journey Together - Premium Checklane Blister,placeholders.csv:632
SCR,SCR,MCAP Cards,Rhyperior,SCR076,Cosmos Holo,US/UK,,,,,,Journey Together - Premium Checklane Blister,placeholders.csv:628
SCR,SCR,MCAP Cards,Klinklang,SCR101,Cosmos Holo,US/UK,,,,,,Journey Together - Premium Checklane Blister,placeholders.csv:629
SCR,SCR,MCAP Cards,Melmetal,SCR104,Cosmos Holo,US/UK,,,,,,Journey Together - Stage 1 Blister,placeholders.csv:630
SCR,SCR,MCAP Cards,Archaludon,SCR107,Cosmos Holo,US/UK,,,,,,Surging Sparks - Archaludon Two Pack Blister | Journey Together - Stage 1 Blister,placeholders.csv:588 | placeholders.csv:631
SCR,SCR,MCAP Cards,Bouffalant,SCR119,Non Holo,US/UK,,,,,,Stellar Crown - Build & Battle Box,placeholders.csv:471
SFA,SFA,MCAP Cards,Horsea,SFA010,Cosmos Holo,US/UK,,,,,,Shrouded Fable - Kingdra ex Special Illustration Collection,placeholders.csv:423
SFA,SFA,MCAP Cards,Seadra,SFA011,Cosmos Holo,US/UK,,,,,,Shrouded Fable - Kingdra ex Special Illustration Collection,placeholders.csv:424
SSP,SSP,MCAP Cards,Rellor,SSP013,Non Holo,US/UK,,,,,,Destined Rivals - Stage 1 Blister,placeholders.csv:675
SSP,SSP,MCAP Cards,Rabsca,SSP014,Cosmos Holo,US/UK,,,,,,Destined Rivals - Stage 1 Blister,placeholders.csv:671
SSP,SSP,MCAP Cards,Rabsca,SSP014,Non Holo,US/UK,,,,,,Surging Sparks - Build & Battle Box,placeholders.csv:529
SSP,SSP,MCAP Cards,Fuecoco,SSP029,Non Holo,US/UK,,,,,,Destined Rivals - Premium Checklane Blister,placeholders.csv:676
SSP,SSP,MCAP Cards,Crocalor,SSP030,Non Holo,US/UK,,,,,,Destined Rivals - Premium Checklane Blister,placeholders.csv:677
SSP,SSP,MCAP Cards,Skeledirge,SSP031,Cosmos Holo,US/UK,,,,,,Destined Rivals - Premium Checklane Blister,placeholders.csv:672
SSP,SSP,MCAP Cards,Gouging Fire,SSP038,Non Holo,US/UK,,,,,,Surging Sparks - Build & Battle Box,placeholders.csv:530
SSP,SSP,MCAP Cards,Shellos,SSP046,Non Holo,US/UK,,,,,,Destined Rivals - Stage 1 Blister,placeholders.csv:678
SSP,SSP,MCAP Cards,Tapu Koko,SSP065,Non Holo,US/UK,,,,,,Surging Sparks - Build & Battle Box,placeholders.csv:531
SSP,SSP,MCAP Cards,Togepi,SSP070,Non Holo,US/UK,,,,,,Destined Rivals - Premium Checklane Blister,placeholders.csv:679
SSP,SSP,MCAP Cards,Togetic,SSP071,Non Holo,US/UK,,,,,,Destined Rivals - Premium Checklane Blister,placeholders.csv:680
SSP,SSP,MCAP Cards,Togekiss,SSP072,Cosmos Holo,US/UK,,,,,,Destined Rivals - Premium Checklane Blister,placeholders.csv:673
SSP,SSP,MCAP Cards,Gastrodon,SSP107,Cosmos Holo,US/UK,,,,,,Destined Rivals - Stage 1 Blister,placeholders.csv:674
SVE,SVE,MCAP Cards,Basic Grass Energy,SVE009,Cracked Ice Holo,US/UK,,,,,,Surging Sparks - Terapagos ex Ultra-Premium Collection,placeholders.csv:578
SVE,SVE,MCAP Cards,Basic Fire Energy,SVE010,Cracked Ice Holo,US/UK,,,,,,Surging Sparks - Terapagos ex Ultra-Premium Collection,placeholders.csv:579
SVE,SVE,MCAP Cards,Basic Water Energy,SVE011,Cracked Ice Holo,US/UK,,,,,,Surging Sparks - Terapagos ex Ultra-Premium Collection,placeholders.csv:580
SVE,SVE,MCAP Cards,Basic Lightning Energy,SVE012,Cracked Ice Holo,US/UK,,,,,,Surging Sparks - Terapagos ex Ultra-Premium Collection,placeholders.csv:581
SVE,SVE,MCAP Cards,Basic Psychic Energy,SVE013,Cracked Ice Holo,US/UK,,,,,,Surging Sparks - Terapagos ex Ultra-Premium Collection,placeholders.csv:582
SVE,SVE,MCAP Cards,Basic Fighting Energy,SVE014,Cracked Ice Holo,US/UK,,,,,,Surging Sparks - Terapagos ex Ultra-Premium Collection,placeholders.csv:583
SVE,SVE,MCAP Cards,Basic Darkness Energy,SVE015,Cracked Ice Holo,US/UK,,,,,,Surging Sparks - Terapagos ex Ultra-Premium Collection,placeholders.csv:584
SVE,SVE,MCAP Cards,Basic Metal Energy,SVE016,Cracked Ice Holo,US/UK,,,,,,Surging Sparks - Terapagos ex Ultra-Premium Collection,placeholders.csv:585
SVI,SVI,MCAP Cards,Sprigatito,SVI013,Mirage Holo,US/UK,,,,,,Scarlet & Violet - Sprigatito Collection | Scarlet & Violet - Fuecoco Collection | Scarlet & Violet - Quaxly Collection,placeholders.csv:3 | placeholders.csv:7 | placeholders.csv:11
SVI,SVI,MCAP Cards,Meowscarada,SVI015,Cosmos Holo,North America,,,,,,Paradox Rift - Fall 2023 Collector Chest,placeholders.csv:257
SVI,SVI,MCAP Cards,Smoliv,SVI020,Non Holo,US/UK,,,,,,Paldea Evolved - Stage 1 Blister,placeholders.csv:88
SVI,SVI,MCAP Cards,Dolliv,SVI022,Non Holo,US/UK,,,,,,Paldea Evolved - Premium Checklane Blister,placeholders.csv:85
SVI,SVI,MCAP Cards,Arboliva,SVI023,Non Holo,US/UK,,,,,,151 - Greninja & Kangaskhan ex Battle Decks,placeholders.csv:194
SVI,SVI,MCAP Cards,Arboliva,SVI023,Vertical Line Holo,US/UK,,,,,,Paldea Evolved - Premium Checklane Blister,placeholders.csv:81
SVI,SVI,MCAP Cards,Arcanine ex,SVI032,Reprint,US/UK,,,,,,Shrouded Fable - Tera Team Premium Collection,placeholders.csv:435
SVI,SVI,MCAP Cards,Fuecoco,SVI036,Mirage Holo,US/UK,,,,,,Scarlet & Violet - Sprigatito Collection | Scarlet & Violet - Fuecoco Collection | Scarlet & Violet - Quaxly Collection,placeholders.csv:4 | placeholders.csv:8 | placeholders.csv:12
SVI,SVI,MCAP Cards,Skeledirge,SVI038,Cosmos Holo,North America,,,,,,Paradox Rift - Fall 2023 Collector Chest,placeholders.csv:259
SVI,SVI,MCAP Cards,Skeledirge,SVI038,Non Holo,US/UK,,,,,,Twilight Masquerade - Victini & Miraidon ex Battle Decks,placeholders.csv:415
SVI,SVI,MCAP Cards,Charcadet,SVI039,Non Holo,US/UK,,,,,,Paldea Evolved - Stage 1 Blister,placeholders.csv:89
SVI,SVI,MCAP Cards,Armarouge,SVI041,Mirage Holo,US/UK,,,,,,Obsidian Flames - Enhanced 2-Pack Blister,placeholders.csv:129
SVI,SVI,MCAP Cards,Armarouge,SVI041,Vertical Line Holo,US/UK,,,,,,Paldea Evolved - Stage 1 Blister,placeholders.csv:83
SVI,SVI,MCAP Cards,Magikarp,SVI044,Parallel Holo,US/UK,,,,,,Paradox Rift - Gyarados ex Premium Collection,placeholders.csv:235
SVI,SVI,MCAP Cards,Quaxly,SVI052,Mirage Holo,US/UK,,,,,,Scarlet & Violet - Sprigatito Collection | Scarlet & Violet - Fuecoco Collection | Scarlet & Violet - Quaxly Collection,placeholders.csv:5 | placeholders.csv:9 | placeholders.csv:13
SVI,SVI,MCAP Cards,Quaquaval,SVI054,Cosmos Holo,North America,,,,,,Paradox Rift - Fall 2023 Collector Chest,placeholders.csv:261
SVI,SVI,MCAP Cards,Quaquaval,SVI054,Non Holo,US/UK,,,,,,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium | 151 - Greninja & Kangaskhan ex Battle Decks,placeholders.csv:24 | placeholders.csv:45 | placeholders.csv:195
SVI,SVI,MCAP Cards,Dondozo,SVI061,Non Holo,US/UK,,,,,,Scarlet & Violet - Build & Battle Box | Scarlet & Violet - Build & Battle Stadium,placeholders.csv:25 | placeholders.csv:46
SVI,SVI,MCAP Cards,Dondozo,SVI061,Vertical Line Holo,US/UK,,,,,,Paldea Evolved - Stage 1 Blister,placeholders.csv:84
SVI,SVI,MCAP Cards,Tatsugiri,SVI062,Non Holo,US/UK,,,,,,Paldea Evolved - Stage 1 Blister,placeholders.csv:90
SVI,SVI,MCAP Cards,Magnemite,SVI063,Reprint,US/UK,,,,,,151 - Evolving Powers Premium Collection,placeholders.csv:176
SVI,SVI,MCAP Cards,Magneton,SVI064,Reprint,US/UK,,,,,,151 - Evolving Powers Premium Collection,placeholders.csv:177
SVI,SVI,MCAP Cards,Magnezone ex,SVI065,Reprint,US/UK,,,,,,151 - Evolving Powers Premium Collection,placeholders.csv:178
SVI,SVI,MCAP Cards,Rotom,SVI070,Cosmos Holo,US/UK,,,,,,Scarlet & Violet - Cyclizar ex Box,placeholders.csv:59
